sample_id,split
5738_0000_112238,train
5738_0000_113866,train
5738_0000_049447,train
5738_0000_114006,train
5738_0000_112214,train
5738_0000_062587,train
5738_0000_114232,train
5738_0000_045142,train
5738_0000_053933,train
5738_0000_116355,train
5738_0000_053614,train
5738_0000_112041,train
5738_0000_094203,train
5738_0000_062634,train
5738_0000_049157,train
5738_0000_117060,train
5738_0000_058143,train
5738_0000_114046,train
5738_0000_049278,train
5738_0000_094333,train
5738_0000_044931,train
5738_0000_094289,train
5738_0000_044696,train
5738_0000_114033,train
5738_0000_053652,train
5738_0000_054036,train
5738_0000_058518,train
5738_0000_111891,train
5738_0000_044701,train
5738_0000_112466,train
5738_0000_063339,train
5738_0000_053676,train
5738_0000_058595,train
5738_0000_045198,train
5738_0000_094669,train
5738_0000_114007,train
5738_0000_045237,train
5738_0000_114290,train
5738_0000_058400,train
5738_0000_049197,train
5738_0000_004312,train
5738_0000_050109,train
5738_0000_058339,train
5738_0000_054064,train
5738_0000_118586,train
5738_0000_045444,train
5738_0000_118363,train
5738_0000_044848,train
5738_0000_094318,train
5738_0000_058174,train
5738_0000_114090,train
5738_0000_113700,train
5738_0000_053723,train
5738_0000_063266,train
5738_0000_044684,train
5738_0000_054122,train
5738_0000_058547,train
5738_0000_045246,train
5738_0000_049899,train
5738_0000_054035,train
5738_0000_118416,test
5738_0000_045514,test
5738_0000_049980,test
5738_0000_114325,test
5738_0000_112570,test
5738_0000_045366,test
5738_0000_116430,test
5738_0000_090313,test
5738_0000_113862,test
5738_0000_119046,test
5738_0000_089601,test
5738_0000_114012,test
5738_0000_112157,test
5738_0000_044714,test
5738_0000_118627,test
5738_0000_113746,test
5738_0000_116176,test
5738_0000_118173,test
5738_0000_090203,test
5738_0000_113834,test
5738_0000_118528,test
5738_0000_119141,test
5738_0000_045559,test
5738_0000_116016,test
5738_0000_114330,test
5738_0000_058946,test
5738_0000_118468,test
5738_0000_118840,test
5738_0000_008838,test
5738_0000_117014,test
5738_0000_112033,test
5738_0000_089724,test
5738_0000_045661,test
5738_0000_120416,test
5738_0000_111776,test
5738_0000_116222,test
5738_0000_119003,test
5738_0000_114585,test
5738_0000_058872,test
5738_0000_045629,test
5738_0000_114294,test
5738_0000_045369,test
5738_0000_058816,test
5738_0000_090086,test
5738_0000_119106,test
5738_0000_045549,test
5738_0000_050039,test
5738_0000_114667,test
5738_0000_114547,test
5738_0000_113787,test
5738_0000_116964,test
5738_0000_111942,test
5738_0000_094601,test
5738_0000_004143,test
5738_0000_004104,test
5738_0000_111751,test
5738_0000_112062,test
5738_0000_059028,test
5738_0000_113755,test
5738_0000_094303,test
5738_0000_090154,val
5738_0000_112507,val
5738_0000_045581,val
5738_0000_050134,val
5738_0000_054439,val
5738_0000_004280,val
5738_0000_090285,val
5738_0000_045384,val
5738_0000_114495,val
5738_0000_118662,val
5738_0000_049321,val
5738_0000_115746,val
5738_0000_116098,val
5738_0000_120193,val
5738_0000_119077,val
5738_0000_116633,val
5738_0000_113729,val
5738_0000_054461,val
5738_0000_115851,val
5738_0000_113780,val
5738_0000_117011,val
5738_0000_094505,val
5738_0000_090013,val
5738_0000_114481,val
5738_0000_094641,val
5738_0000_054426,val
5738_0000_113747,val
5738_0000_115754,val
5738_0000_116567,val
5738_0000_094366,val
5738_0000_116597,val
5738_0000_113991,val
5738_0000_008753,val
5738_0000_090093,val
5738_0000_115955,val
5738_0000_113757,val
5738_0000_112525,val
5738_0000_049805,val
5738_0000_111935,val
5738_0000_090280,val
5738_0000_045610,val
5738_0000_094628,val
5738_0000_116081,val
5738_0000_116508,val
5738_0000_004391,val
5738_0000_116889,val
5738_0000_063471,val
5738_0000_116694,val
5738_0000_063154,val
5738_0000_094457,val
5738_0000_113713,val
5738_0000_116283,val
5738_0000_049985,val
5738_0000_116685,val
5738_0000_004160,val
5738_0000_114230,val
5738_0000_118927,val
5738_0000_118566,val
5738_0000_116502,val
5738_0000_112632,val
5738_0000_114195,train
5738_0000_113732,train
5738_0000_089705,train
5738_0000_090067,train
5738_0000_063302,train
5738_0000_113808,train
5738_0000_116753,train
5738_0000_116758,train
5738_0000_112283,train
5738_0000_045387,train
5738_0000_090223,train
5738_0000_063525,train
5738_0000_008841,train
5738_0000_115887,train
5738_0000_111793,train
5738_0000_116482,train
5738_0000_120321,train
5738_0000_113984,train
5738_0000_114344,train
5738_0000_113896,train
5738_0000_112299,train
5738_0000_112337,train
5738_0000_045179,train
5738_0000_116440,train
5738_0000_013252,train
5738_0000_054579,train
5738_0000_058853,train
5738_0000_063305,train
5738_0000_089729,train
5738_0000_004330,train
5738_0000_094403,train
5738_0000_049755,train
5738_0000_062665,train
5738_0000_054442,train
5738_0000_112401,train
5738_0000_111948,train
5738_0000_021975,train
5738_0000_112364,train
5738_0000_116619,train
5738_0000_119125,train
5738_0000_094680,train
5738_0000_008823,train
5738_0000_118453,train
5738_0000_114121,train
5738_0000_118717,train
5738_0000_094649,train
5738_0000_118845,train
5738_0000_112382,train
5738_0000_094770,train
5738_0000_045305,train
5738_0000_118174,train
5738_0000_093834,train
5738_0000_118598,train
5738_0000_115968,train
5738_0000_058998,train
5738_0000_050030,train
5738_0000_115758,train
5738_0000_094786,train
5738_0000_089859,train
5738_0000_094348,train
5738_0000_120272,train
5738_0000_118358,train
5738_0000_090150,train
5738_0000_118271,train
5738_0000_116186,train
5738_0000_090258,train
5738_0000_063499,train
5738_0000_112212,train
5738_0000_049958,train
5738_0000_112457,train
5738_0000_094461,train
5738_0000_045573,train
5738_0000_112455,train
5738_0000_049242,train
5738_0000_058178,train
5738_0000_094433,train
5738_0000_094652,train
5738_0000_112567,train
5738_0000_113976,train
5738_0000_112281,train
5738_0000_116874,train
5738_0000_117034,train
5738_0000_093948,train
5738_0000_113707,train
5738_0000_116712,train
5738_0000_058750,train
5738_0000_114692,train
5738_0000_058637,train
5738_0000_118788,train
5738_0000_115748,train
5738_0000_114153,train
5738_0000_094797,train
5738_0000_004277,train
5738_0000_114501,train
5738_0000_118602,train
5738_0000_114256,train
5738_0000_045659,train
5738_0000_116820,train
5738_0000_112585,train
5738_0000_054561,train
5738_0000_116678,train
5738_0000_113932,train
5738_0000_114382,train
5738_0000_063324,train
5738_0000_114336,train
5738_0000_112335,train
5738_0000_044988,train
5738_0000_112501,train
5738_0000_094263,train
5738_0000_116000,train
5738_0000_116155,train
5738_0000_114644,train
5738_0000_114487,train
5738_0000_004394,train
5738_0000_094062,train
5738_0000_090282,train
5738_0000_113696,train
5738_0000_094260,train
5738_0000_120430,train
5738_0000_112353,train
5738_0000_112242,train
5738_0000_114056,train
5738_0000_094503,train
5738_0000_062818,train
5738_0000_004381,train
5738_0000_090286,train
5738_0000_004306,train
5738_0000_116535,train
5738_0000_116385,train
5738_0000_112229,train
5738_0000_050059,train
5738_0000_112096,train
5738_0000_114001,train
5738_0000_113683,train
5738_0000_116658,train
5738_0000_049675,train
5738_0000_004285,train
5738_0000_045644,train
5738_0000_116548,train
5738_0000_004175,train
5738_0000_058724,train
5738_0000_045391,train
5738_0000_058672,train
5738_0000_113838,train
5738_0000_117077,train
5738_0000_044709,train
5738_0000_093800,train
5738_0000_089371,train
5738_0000_063359,train
5738_0000_112491,train
5738_0000_089590,train
5738_0000_053775,train
5738_0000_045551,train
5738_0000_116480,train
5738_0000_008886,train
5738_0000_116800,train
5738_0000_112277,train
5738_0000_059013,train
5738_0000_116585,train
5738_0000_120189,train
5738_0000_004438,train
5738_0000_112369,train
5738_0000_116763,train
5738_0000_114271,train
5738_0000_118322,train
5738_0000_118555,train
5738_0000_045290,train
5738_0000_111666,train
5738_0000_004331,train
5738_0000_111686,train
5738_0000_116017,train
5738_0000_112383,train
5738_0000_004182,train
5738_0000_054450,train
5738_0000_116659,train
5738_0000_114462,train
5738_0000_050054,train
5738_0000_063061,train
5738_0000_094442,train
5738_0000_063396,train
5738_0000_058996,train
5738_0000_058135,train
5738_0000_111986,train
5738_0000_114351,train
5738_0000_116539,train
5738_0000_112236,train
5738_0000_054550,train
5738_0000_112384,train
5738_0000_090085,train
5738_0000_062789,train
5738_0000_116244,train
5738_0000_114393,train
5738_0000_118178,train
5738_0000_111661,train
5738_0000_049549,train
5738_0000_118630,train
5738_0000_058863,train
5738_0000_049964,train
5738_0000_117030,train
5738_0000_049889,train
5738_0000_116410,train
5738_0000_063489,train
5738_0000_094622,train
5738_0000_112438,train
5738_0000_118995,train
5738_0000_063268,train
5738_0000_050001,train
5738_0000_004288,train
5738_0000_063211,train
5738_0000_116655,train
5738_0000_093918,train
5738_0000_049288,train
5738_0000_112414,train
5738_0000_004114,train
5738_0000_045354,train
5738_0000_063364,train
5738_0000_004374,train
5738_0000_094375,train
5738_0000_115827,train
5738_0000_116149,train
5738_0000_050037,train
5738_0000_116188,train
5738_0000_115802,train
5738_0000_112250,train
5738_0000_116458,train
5738_0000_044700,train
5738_0000_089376,train
5738_0000_116795,train
5738_0000_059005,train
5738_0000_114689,train
5738_0000_114292,train
5738_0000_112296,train
5738_0000_045361,train
5738_0000_118554,train
5738_0000_094226,train
5738_0000_116228,train
5738_0000_045628,train
5738_0000_114465,train
5738_0000_008741,train
5738_0000_114341,train
5738_0000_004355,train
5738_0000_116225,train
5738_0000_062667,train
5738_0000_089950,train
5738_0000_111698,train
5738_0000_114639,train
5738_0000_004370,train
5738_0000_115952,train
5738_0000_113727,train
5738_0000_062683,train
5738_0000_111805,train
5738_0000_044807,train
5738_0000_114616,train
5738_0000_116196,train
5738_0000_044827,train
5738_0000_116556,train
5738_0000_094673,train
5738_0000_045449,train
5738_0000_004218,train
5738_0000_058958,train
5738_0000_094522,train
5738_0000_090061,train
5738_0000_118860,train
5738_0000_045353,train
5738_0000_118373,train
5738_0000_008612,train
5738_0000_114363,train
5738_0000_094301,train
5738_0000_116352,train
5738_0000_115997,train
5738_0000_062828,train
5738_0000_113698,train
5738_0000_004343,train
5738_0000_090068,train
5738_0000_111803,train
5738_0000_044910,train
5738_0000_058851,train
5738_0000_089887,train
5738_0001_048931,test
5738_0001_013550,test
5738_0001_032790,test
5738_0001_101751,test
5738_0001_009207,test
5738_0001_028241,test
5738_0001_035071,test
5738_0001_019355,test
5738_0001_077621,test
5738_0001_035984,test
5738_0001_109769,test
5738_0001_027511,test
5738_0001_007617,test
5738_0001_095732,test
5738_0001_035961,test
5738_0001_091823,test
5738_0001_060187,test
5738_0001_031613,test
5738_0001_106225,test
5738_0001_068900,test
5738_0001_000045,test
5738_0001_062815,test
5738_0001_053697,test
5738_0001_039057,test
5738_0001_118620,test
5738_0001_014073,test
5738_0001_053685,test
5738_0001_014799,test
5738_0001_071656,test
5738_0001_050297,test
5738_0001_068082,test
5738_0001_105151,test
5738_0001_112161,test
5738_0001_004592,test
5738_0001_000947,test
5738_0001_118661,test
5738_0001_106811,test
5738_0001_101578,test
5738_0001_000376,test
5738_0001_033695,test
5738_0001_018280,test
5738_0001_091660,test
5738_0001_093591,test
5738_0001_053552,test
5738_0001_024234,test
5738_0001_011097,val
5738_0001_033419,val
5738_0001_062816,val
5738_0001_014045,val
5738_0001_009034,val
5738_0001_107883,val
5738_0001_058275,val
5738_0001_033585,val
5738_0001_059703,val
5738_0001_061175,val
5738_0001_111908,val
5738_0001_080960,val
5738_0001_042705,val
5738_0001_011340,val
5738_0001_042182,val
5738_0001_016916,val
5738_0001_054971,val
5738_0001_056090,val
5738_0001_071174,val
5738_0001_068261,val
5738_0001_074695,val
5738_0001_091406,val
5738_0001_081624,val
5738_0001_101705,val
5738_0001_047359,val
5738_0001_048603,val
5738_0001_084923,val
5738_0001_022495,val
5738_0001_036664,val
5738_0001_073207,val
5738_0001_014474,val
5738_0001_086287,val
5738_0001_017006,val
5738_0001_120426,val
5738_0001_097142,val
5738_0001_090354,val
5738_0001_046871,val
5738_0001_103793,val
5738_0001_117583,val
5738_0001_009606,val
5738_0001_094629,val
5738_0001_062549,val
5738_0001_091709,val
5738_0001_013607,val
5738_0001_071744,val
5738_0001_015692,train
5738_0001_002694,train
5738_0001_009279,train
5738_0001_099728,train
5738_0001_088646,train
5738_0001_015846,train
5738_0001_031720,train
5738_0001_086296,train
5738_0001_039686,train
5738_0001_085945,train
5738_0001_056696,train
5738_0001_112500,train
5738_0001_058770,train
5738_0001_060733,train
5738_0001_011090,train
5738_0001_054174,train
5738_0001_104072,train
5738_0001_085182,train
5738_0001_112918,train
5738_0001_071203,train
5738_0001_084364,train
5738_0001_007676,train
5738_0001_102794,train
5738_0001_037026,train
5738_0001_087109,train
5738_0001_057819,train
5738_0001_010080,train
5738_0001_002955,train
5738_0001_032464,train
5738_0001_076257,train
5738_0001_113958,train
5738_0001_102730,train
5738_0001_037810,train
5738_0001_084143,train
5738_0001_103396,train
5738_0001_009120,train
5738_0001_082815,train
5738_0001_009394,train
5738_0001_093837,train
5738_0001_027798,train
5738_0001_077110,train
5738_0001_019137,train
5738_0001_003445,train
5738_0001_062441,train
5738_0001_072141,train
5738_0001_015736,train
5738_0001_114150,train
5738_0001_098312,train
5738_0001_002112,train
5738_0001_051866,train
5738_0001_013839,train
5738_0001_019143,train
5738_0001_118366,train
5738_0001_033487,train
5738_0001_058265,train
5738_0001_099008,train
5738_0001_041272,train
5738_0001_022856,train
5738_0001_047913,train
5738_0001_118344,train
5738_0001_059115,train
5738_0001_010002,train
5738_0001_058328,train
5738_0001_058565,train
5738_0001_118021,train
5738_0001_116274,train
5738_0001_040355,train
5738_0001_117880,train
5738_0001_045914,train
5738_0001_037267,train
5738_0001_104515,train
5738_0001_031318,train
5738_0001_060231,train
5738_0001_082021,train
5738_0001_014678,train
5738_0001_067397,train
5738_0001_014125,train
5738_0001_094749,train
5738_0001_032281,train
5738_0001_009344,train
5738_0001_004128,train
5738_0001_036973,train
5738_0001_101599,train
5738_0001_040306,train
5738_0001_050361,train
5738_0001_118212,train
5738_0001_088021,train
5738_0001_044639,train
5738_0001_103244,train
5738_0001_099350,train
5738_0001_033074,train
5738_0001_111921,train
5738_0001_011163,train
5738_0001_085221,train
5738_0001_054043,train
5738_0001_004676,train
5738_0001_080769,train
5738_0001_089406,train
5738_0001_002328,train
5738_0001_031821,train
5738_0001_090950,train
5738_0001_066691,train
5738_0001_071361,train
5738_0001_086802,train
5738_0001_094410,train
5738_0001_093904,train
5738_0001_103198,train
5738_0001_102502,train
5738_0001_111665,train
5738_0001_084363,train
5738_0001_027660,train
5738_0001_012737,train
5738_0001_039850,train
5738_0001_111781,train
5738_0001_038403,train
5738_0001_062221,train
5738_0001_031718,train
5738_0001_040525,train
5738_0001_013338,train
5738_0001_036088,train
5738_0001_033054,train
5738_0001_078171,train
5738_0001_006790,train
5738_0001_098317,train
5738_0001_084027,train
5738_0001_032376,train
5738_0001_080169,train
5738_0001_051701,train
5738_0001_037766,train
5738_0001_086773,train
5738_0001_023159,train
5738_0001_093154,train
5738_0001_008042,train
5738_0001_056091,train
5738_0001_033473,train
5738_0001_098622,train
5738_0001_085641,train
5738_0001_106291,train
5738_0001_071620,train
5738_0001_019063,train
5738_0001_111937,train
5738_0001_035827,train
5738_0001_022820,train
5738_0001_105192,train
5738_0001_021172,train
5738_0001_058189,train
5738_0001_094342,train
5738_0001_041772,train
5738_0001_067394,train
5738_0001_088629,train
5738_0001_116246,train
5738_0001_039546,train
5738_0001_024097,train
5738_0001_096943,train
5738_0001_004068,train
5738_0001_039185,train
5738_0001_014228,train
5738_0001_058315,train
5738_0001_018232,train
5738_0001_088207,train
5738_0001_069374,train
5738_0001_096394,train
5738_0001_000265,train
5738_0001_012208,train
5738_0001_040466,train
5738_0001_006551,train
5738_0001_060373,train
5738_0001_027349,train
5738_0001_084248,train
5738_0001_009680,train
5738_0001_045471,train
5738_0001_036937,train
5738_0001_085150,train
5738_0001_012471,train
5738_0001_111886,train
5738_0001_058633,train
5738_0001_015189,train
5738_0001_008975,train
5738_0001_005160,train
5738_0001_037387,train
5738_0001_049897,train
5738_0001_072009,train
5738_0001_006502,train
5738_0001_094502,train
5738_0001_037496,train
5738_0001_075943,train
5738_0001_010114,train
5738_0001_011059,train
5738_0001_068966,train
5738_0001_013998,train
5738_0001_002570,train
5738_0001_036013,train
5738_0001_066431,train
5738_0001_050311,train
5738_0001_114466,train
5738_0001_011509,train
5738_0001_008264,train
5738_0001_111876,train
5738_0001_059379,train
5738_0001_038381,train
5738_0001_093930,train
5738_0001_004978,train
5738_0001_051114,train
5738_0001_075170,train
5738_0001_011089,train
5738_0001_033860,train
5738_0001_049314,train
5738_0001_050859,test
5738_0001_119066,test
5738_0001_087809,test
5738_0001_105719,test
5738_0001_104672,test
5738_0001_087033,test
5738_0001_100327,test
5738_0001_065414,test
5738_0001_106755,test
5738_0001_091469,test
5738_0001_118177,test
5738_0001_043002,test
5738_0001_037665,test
5738_0001_082361,test
5738_0001_024260,test
5738_0001_068934,test
5738_0001_020774,test
5738_0001_041174,test
5738_0001_095991,test
5738_0001_018689,test
5738_0001_114602,test
5738_0001_117871,test
5738_0001_070153,test
5738_0001_033155,test
5738_0001_070005,test
5738_0001_020864,test
5738_0001_000924,test
5738_0001_073453,test
5738_0001_026195,test
5738_0001_024170,test
5738_0001_010824,test
5738_0001_047457,test
5738_0001_090191,test
5738_0001_001841,test
5738_0001_045603,test
5738_0001_114555,test
5738_0001_067842,test
5738_0001_007418,test
5738_0001_004300,test
5738_0001_011844,test
5738_0001_070873,test
5738_0001_086708,test
5738_0001_110150,test
5738_0001_021832,test
5738_0001_041178,test
5738_0001_052084,test
5738_0001_019871,test
5738_0001_093293,test
5738_0001_032239,test
5738_0001_026222,test
5738_0001_095891,test
5738_0001_045848,test
5738_0001_091175,test
5738_0001_104911,test
5738_0001_100232,test
5738_0001_004320,test
5738_0001_091453,test
5738_0001_023198,test
5738_0001_020812,test
5738_0001_105529,test
5738_0001_068005,test
5738_0001_094602,test
5738_0001_023200,test
5738_0001_037627,test
5738_0001_063715,test
5738_0001_074338,test
5738_0001_004283,test
5738_0001_048683,test
5738_0001_030726,test
5738_0001_043228,test
5738_0001_118969,test
5738_0001_044236,test
5738_0001_020869,test
5738_0001_045569,test
5738_0001_073311,test
5738_0001_060926,test
5738_0001_015333,test
5738_0001_016384,test
5738_0001_112577,test
5738_0001_073280,test
5738_0001_047642,test
5738_0001_110134,test
5738_0001_000813,test
5738_0001_110196,test
5738_0001_117768,test
5738_0001_026213,test
5738_0001_043322,test
5738_0001_041350,test
5738_0001_105596,test
5738_0001_087742,test
5738_0001_072308,test
5738_0001_005478,test
5738_0001_012846,test
5738_0001_082393,test
5738_0001_093783,test
5738_0001_104486,test
5738_0001_110396,test
5738_0001_051004,test
5738_0001_104616,test
5738_0001_081314,test
5738_0001_051126,test
5738_0001_093314,test
5738_0001_014351,test
5738_0001_034316,test
5738_0001_054471,test
5738_0001_068852,test
5738_0001_046158,test
5738_0001_082226,test
5738_0001_087065,test
5738_0001_041558,test
5738_0001_111244,test
5738_0001_117075,test
5738_0001_003030,test
5738_0001_019818,test
5738_0001_049992,test
5738_0001_036638,test
5738_0001_073285,test
5738_0001_001881,test
5738_0001_048598,val
5738_0001_106673,val
5738_0001_067930,val
5738_0001_090184,val
5738_0001_068943,val
5738_0001_102151,val
5738_0001_044644,val
5738_0001_033132,val
5738_0001_087771,val
5738_0001_047549,val
5738_0001_069912,val
5738_0001_047690,val
5738_0001_082259,val
5738_0001_069987,val
5738_0001_092216,val
5738_0001_094640,val
5738_0001_054534,val
5738_0001_048965,val
5738_0001_113675,val
5738_0001_047573,val
5738_0001_025285,val
5738_0001_104594,val
5738_0001_091680,val
5738_0001_081243,val
5738_0001_028802,val
5738_0001_091167,val
5738_0001_071005,val
5738_0001_009860,val
5738_0001_029835,val
5738_0001_118025,val
5738_0001_120071,val
5738_0001_001996,val
5738_0001_018848,val
5738_0001_000891,val
5738_0001_109150,val
5738_0001_041149,val
5738_0001_046573,val
5738_0001_112644,val
5738_0001_090175,val
5738_0001_047533,val
5738_0001_090027,val
5738_0001_101193,val
5738_0001_070032,val
5738_0001_023218,val
5738_0001_042201,val
5738_0001_067943,val
5738_0001_025192,val
5738_0001_108302,val
5738_0001_042102,val
5738_0001_067889,val
5738_0001_024008,val
5738_0001_026266,val
5738_0001_076767,val
5738_0001_086697,val
5738_0001_011976,val
5738_0001_068882,val
5738_0001_042041,val
5738_0001_068897,val
5738_0001_046644,val
5738_0001_067864,val
5738_0001_119077,val
5738_0001_051139,val
5738_0001_086886,val
5738_0001_065529,val
5738_0001_090190,val
5738_0001_088840,val
5738_0001_063346,val
5738_0001_002869,val
5738_0001_063705,val
5738_0001_046466,val
5738_0001_041539,val
5738_0001_048572,val
5738_0001_043085,val
5738_0001_091335,val
5738_0001_113566,val
5738_0001_104634,val
5738_0001_067839,val
5738_0001_024994,val
5738_0001_043128,val
5738_0001_045497,val
5738_0001_072352,val
5738_0001_065373,val
5738_0001_023279,val
5738_0001_064245,val
5738_0001_011900,val
5738_0001_102181,val
5738_0001_082302,val
5738_0001_093319,val
5738_0001_093318,val
5738_0001_100276,val
5738_0001_050909,val
5738_0001_091303,val
5738_0001_008494,val
5738_0001_024249,val
5738_0001_047570,val
5738_0001_042096,val
5738_0001_007438,val
5738_0001_037646,val
5738_0001_014279,val
5738_0001_120473,val
5738_0001_065506,val
5738_0001_050985,val
5738_0001_100132,val
5738_0001_024210,val
5738_0001_047487,val
5738_0001_024316,val
5738_0001_023239,val
5738_0001_009766,val
5738_0001_063388,val
5738_0001_034306,val
5738_0001_010900,val
5738_0001_087074,val
5738_0001_109291,val
5738_0001_050964,val
5738_0001_086873,val
5738_0001_050092,val
5738_0001_027718,val
5738_0001_046624,val
5738_0001_076873,train
5738_0001_058970,train
5738_0001_047600,train
5738_0001_090159,train
5738_0001_043271,train
5738_0001_029736,train
5738_0001_090188,train
5738_0001_025211,train
5738_0001_090229,train
5738_0001_029891,train
5738_0001_091218,train
5738_0001_023215,train
5738_0001_000837,train
5738_0001_093215,train
5738_0001_008524,train
5738_0001_005451,train
5738_0001_025236,train
5738_0001_063477,train
5738_0001_095685,train
5738_0001_027613,train
5738_0001_082339,train
5738_0001_094635,train
5738_0001_086806,train
5738_0001_092117,train
5738_0001_092203,train
5738_0001_041561,train
5738_0001_023170,train
5738_0001_047512,train
5738_0001_067856,train
5738_0001_088826,train
5738_0001_113667,train
5738_0001_032155,train
5738_0001_091403,train
5738_0001_047558,train
5738_0001_046674,train
5738_0001_074486,train
5738_0001_086861,train
5738_0001_070004,train
5738_0001_020805,train
5738_0001_047527,train
5738_0001_091320,train
5738_0001_038659,train
5738_0001_105693,train
5738_0001_095652,train
5738_0001_049962,train
5738_0001_036623,train
5738_0001_016437,train
5738_0001_090171,train
5738_0001_108067,train
5738_0001_120113,train
5738_0001_037721,train
5738_0001_045516,train
5738_0001_067827,train
5738_0001_118134,train
5738_0001_025269,train
5738_0001_104623,train
5738_0001_093298,train
5738_0001_063459,train
5738_0001_010814,train
5738_0001_019730,train
5738_0001_050992,train
5738_0001_055768,train
5738_0001_015352,train
5738_0001_022171,train
5738_0001_014392,train
5738_0001_055477,train
5738_0001_047707,train
5738_0001_108139,train
5738_0001_050111,train
5738_0001_072317,train
5738_0001_100257,train
5738_0001_026647,train
5738_0001_048684,train
5738_0001_088810,train
5738_0001_024169,train
5738_0001_041200,train
5738_0001_092212,train
5738_0001_005365,train
5738_0001_036669,train
5738_0001_109192,train
5738_0001_118099,train
5738_0001_049995,train
5738_0001_118083,train
5738_0001_100300,train
5738_0001_118066,train
5738_0001_011890,train
5738_0001_091054,train
5738_0001_071264,train
5738_0001_008437,train
5738_0001_045615,train
5738_0001_090244,train
5738_0001_091301,train
5738_0001_045494,train
5738_0001_114513,train
5738_0001_103573,train
5738_0001_068931,train
5738_0001_072335,train
5738_0001_038713,train
5738_0001_068831,train
5738_0001_023287,train
5738_0001_042175,train
5738_0001_046568,train
5738_0001_026236,train
5738_0001_110151,train
5738_0001_064462,train
5738_0001_104628,train
5738_0001_095734,train
5738_0001_003877,train
5738_0001_050025,train
5738_0001_033117,train
5738_0001_093203,train
5738_0001_046056,train
5738_0001_090142,train
5738_0001_067929,train
5738_0001_041930,train
5738_0001_085739,train
5738_0001_116980,train
5738_0001_104551,train
5738_0001_018719,train
5738_0001_106629,train
5738_0001_016425,train
5738_0001_105444,train
5738_0001_009828,train
5738_0001_028689,train
5738_0001_103566,train
5738_0001_109189,train
5738_0001_068922,train
5738_0001_046583,train
5738_0001_108939,train
5738_0001_045564,train
5738_0001_027752,train
5738_0001_016353,train
5738_0001_067933,train
5738_0001_117073,train
5738_0001_037637,train
5738_0001_090304,train
5738_0001_109027,train
5738_0001_091780,train
5738_0001_024026,train
5738_0001_118068,train
5738_0001_047312,train
5738_0001_047342,train
5738_0001_042158,train
5738_0001_037647,train
5738_0001_023214,train
5738_0001_049980,train
5738_0001_060983,train
5738_0001_047550,train
5738_0001_113403,train
5738_0001_029678,train
5738_0001_074388,train
5738_0001_059852,train
5738_0001_068843,train
5738_0001_011838,train
5738_0001_105668,train
5738_0001_089242,train
5738_0001_100125,train
5738_0001_070716,train
5738_0001_091198,train
5738_0001_053024,train
5738_0001_056549,train
5738_0001_046616,train
5738_0001_045808,train
5738_0001_068822,train
5738_0001_051049,train
5738_0001_104564,train
5738_0001_020815,train
5738_0001_024320,train
5738_0001_037645,train
5738_0001_023294,train
5738_0001_093343,train
5738_0001_047697,train
5738_0001_043334,train
5738_0001_002933,train
5738_0001_036606,train
5738_0001_045649,train
5738_0001_095642,train
5738_0001_106588,train
5738_0001_067987,train
5738_0001_095715,train
5738_0001_069885,train
5738_0001_034302,train
5738_0001_073303,train
5738_0001_120402,train
5738_0001_110361,train
5738_0001_037690,train
5738_0001_000971,train
5738_0001_091239,train
5738_0001_045641,train
5738_0001_043130,train
5738_0001_024219,train
5738_0001_120460,train
5738_0001_018825,train
5738_0001_095628,train
5738_0001_045789,train
5738_0001_043112,train
5738_0001_100328,train
5738_0001_017443,train
5738_0001_095754,train
5738_0001_090205,train
5738_0001_068990,train
5738_0001_020986,train
5738_0001_070923,train
5738_0001_090223,train
5738_0001_048586,train
5738_0001_021061,train
5738_0001_100096,train
5738_0001_100262,train
5738_0001_068976,train
5738_0001_002871,train
5738_0001_069958,train
5738_0001_077857,train
5738_0001_046064,train
5738_0001_005290,train
5738_0001_067940,train
5738_0001_029748,train
5738_0001_082276,train
5738_0001_059896,train
5738_0001_045501,train
5738_0001_091290,train
5738_0001_002768,train
5738_0001_068928,train
5738_0001_002976,train
5738_0001_067802,train
5738_0001_050379,train
5738_0001_050999,train
5738_0001_117983,train
5738_0001_058925,train
5738_0001_001866,train
5738_0001_091251,train
5738_0001_048530,train
5738_0001_037614,train
5738_0001_067820,train
5738_0001_011847,train
5738_0001_081263,train
5738_0001_069992,train
5738_0001_037593,train
5738_0001_002866,train
5738_0001_028679,train
5738_0001_097729,train
5738_0001_073378,train
5738_0001_047564,train
5738_0001_116995,train
5738_0001_090268,train
5738_0001_048571,train
5738_0001_015368,train
5738_0001_016365,train
5738_0001_000840,train
5738_0001_095726,train
5738_0001_002082,train
5738_0001_105758,train
5738_0001_108831,train
5738_0001_018856,train
5738_0001_104812,train
5738_0001_046595,train
5738_0001_093639,train
5738_0001_056458,train
5738_0001_091498,train
5738_0001_068664,train
5738_0001_041003,train
5738_0001_059891,train
5738_0001_091299,train
5738_0001_118310,train
5738_0001_012886,train
5738_0001_069928,train
5738_0001_097787,train
5738_0001_023338,train
5738_0001_070863,train
5738_0001_025275,train
5738_0001_091382,train
5738_0001_087840,train
5738_0001_004016,train
5738_0001_044513,train
5738_0001_058936,train
5738_0001_089226,train
5738_0001_100107,train
5738_0001_046708,train
5738_0001_072440,train
5738_0001_045660,train
5738_0001_109184,train
5738_0001_044210,train
